query	answer
为什么结婚的人都要先拍结婚照？	一拍即合
有一个人，他是你父母生的，但他却不是你的兄弟姐妹，他是谁？	你自己！！
什么戏人人都演过？	游戏
世界上什么人一下子能变老？	新娘
有一群耗子，中间有只猫，问还有几只耗子？	一只也没有。
移动预存话费送油，还有机会抽奖日韩游！没多久，就接到了有个叫韩游的人投诉。。。	就接到了有个叫韩游的人投诉
大明掉进河里的时候什么最先掉进去？	他的影子
什么东西愈生气，它便愈大？	脾气
来电了怎么办？	看电视呀
你知道母鸡除了生鸡蛋还会生什么吗？	生病
有一样东西，你不需要它，却又不能不要它，“它”到底是什么东西？	大便
中国人为什么人口这么多？	因为汉（和）人在一起。
小庄终于考上台大，有天晚上在校园里，他竟然看到了一个死去多年的高中同学，为什么？	那是解剖台上的尸体
什么官最喜欢瞬间改主意？	教官
如何分辨章鱼的手和脚？	放个屁给它闻（捂鼻子是手，其它都是脚）
一只十分饥饿的猫，看见一只老鼠后为什么立刻跑了？	跑去追老鼠了
有个男子住在十三楼，他每天出门必搭电梯到一楼，但回来时只搭到四楼，然后再爬楼上去，为什么？	他个子太矮按不到按钮
师长要在最勇猛的第一班中挑敢死队员，就下令志愿者向前一步，大兵阿德原地不动，为什么却光荣人选？	其他人都向后退了一步
考你IQ，这个百分之90的人都答错了，假如1=42=83=164=？	1=4，所以4=1
什么东西倒着放，比正着放好？	福字
日月潭的中间是什么？	月
金木水火土，谁的腿长？	火腿肠（腿长）
小陈有一天不小心撞到电线杆，为什么连手也会痛？	因为小陈狠狠地揍了电线杆一顿
什么东西使人哭笑不得？	口罩
什么“猴”不能吃？	“火侯”
学滑冰时怎样才能防止第二次跌倒？	一次也不要跌倒。
杰西卡家的猫最喜欢偷什么？	偷鹰，因为有猫头（偷）鹰
小明站在路中央，一辆汽车飞驰而过，他却没受伤，为什么？	天桥
猪圈里的猪出来了，怎么办？猜一个明星名字！	王力宏（往里哄）
冬天，宝宝怕冷，到了屋里也不肯脱帽。可是他见了一个人乖乖地脱下帽，那人是谁？	理发师
拿手杖的瞎子阿明，走到一处未加盖的下水道洞口前，为什么没有失足掉进洞里？	因为忘了带手杖想起来回家拿了。
一位赛车手把他仅2岁的儿子也培养成了一名出色的赛车司机，他用的是什么方法？	他儿子开的是玩具车
小美养了一只小猫，三个月后，小猫却不见了，为什么？	小猫长成了大猫，小猫当然不见了。
我和你爸爸的弟弟的儿子的同学的哥哥是什么关系？	没关系
土豆捅了包子致命一刀，怎样了？	变成豆沙（杀）包了
拆信。（打一城市名）？	开封
世界上有什么东西比天还要高？	心
电和闪电最大的区别是什么？	一个收费、一个不收费
用什么可以解开所有的谜？	谜底
什么酒不能喝？	碘酒
离婚的主要起因是什么？	结婚
在什么地方说的话最不可信？	飞机上
毛说：10+4＝2，老师也说对，为什么？	他是说的时间，10点加4点等于两点钟
一对男女来到一口许愿井旁，丈夫弯腰许了个愿后往井里扔了一枚硬币。女友也想许愿，但她弯腰时不小心翻入井里。男友惊呆了，然后小声说：真灵啊！	男友惊呆了，然后小声说：真灵啊
从前有只鸡，鸡的左面有只猫，右面有条狗，前面有只兔子，鸡的后面是什么？	注意第一句话，从的前面有只鸡，那么鸡的后面当然是“从”了
除了赌场以外，还有什么地方大小通吃？	厕所
给一们耳聋的残疾人安装一部铃一响就发光的电话机，但这电话机仍然对他毫无用外，为什么？	耳聋能听到电话吗？
老太太没牙怎样喝稀粥？	不用牙
给你一本杂志和一个火柴盒，你能使杂志只有三分之一放在桌边而不掉落下来吗？	把杂志掀开三分之一放在桌边，自然就不会掉下来了
一天慢24小时的表是什么样的表？	停着不走的表
近在眼前的东西？	眼睫毛
是黑鸡厉害还是白鸡厉害？	黑鸡。因为黑鸡会下白蛋，白鸡不会下黑蛋！
为什么会有悲伤茱丽叶？	因为有爱的罗密欧
你知道现代的科学家一般都出生在哪吗？	医院里
你知道如何自己在家炸油条吗？	妈
小杰在教室外捡到一只皮夹，为什么不交到老师那里？	是自己的
乞丐中的霸主是什么？	丐帮帮主
什么东西有手有脚有身，却没有头？	衣服。
为什么警察要系白皮带？	不系皮带裤子会掉下来
小毛喜欢运动，有一天他在摄氏38高温大太阳下做很激烈的运动，为什么也居然不会流汗？	他在水里游泳
哪一种狗不怕狂犬病？	二郎神的神犬狗
有一死刑犯，在执刑时挨了两枪还未死，等挨了第三枪才死，为什么？	他里面穿着三枪牌内衣
大明老掉头发，后来他怎么解决这个问题的？	他剃光了。
阿贵歪点子特别多。一次，他将一根小棍子放在地上，却使任何人都无法跨过去，阿贵是怎样放的？	将小棍子放到墙边
一个自讨苦吃的地方在哪里？	药店
为读完北京大学需要多少时间？	一钞钟足够
123是什么？	是数字
十只鸟，小明开枪打死了一只，其它九只却都没有飞走，为什么？	那是一群驼鸟
龟兔赛跑总是龟贏，兔子应该坚持比哪一项目，才能赢得了乌龟？	仰卧起坐
一朵插在牛粪上的鲜花是什么花？	牵牛花
哪种人专说别人想听的话？	翻译。
奶奶非常疼爱她养的那头猫，当猫咪生日那天，她特地准备了五个各放了一条鱼的盘子，为它祝贺。猫咪走到盘子前，犹豫了一会儿，然后把第三个盘子里的鱼吃掉了，为什么？	它高兴
大力士举不动什么？	自己
你知道为什么KTV禁止携带刀具吗？	切歌
点一横长，一撇飘南洋，南洋有个人，只有一寸长。（打一字）	府
农民、工人、军人、科学家都靠什么吃饭？	当然靠嘴吃饭
什么人会有好报？	订了好的报纸的人。
小姐现在的生意不好做，为什么？	禽流感
锦蛇、蟒蛇、五步蛇哪一个比较长？	五步蛇最长，因为它有三个字。
什么路人们最不敢走？	绝路
有一种东西，买的人知道，卖的人也知道，只有用的人不知道，是什么东西？	棺材
世界上哪的海不产鱼？	辞海
最贵的鱼是什么鱼？	金鱼
什么时候，时代广场的大钟会响13下？	该修理的时候
什么动物不会浪费粮食？	蚕宝宝，因为它会结茧（俭）。
蚂蚁从飞机上掉下来，请问是怎么死的？	饿死了，它太轻了
最坚固的锁怕什么？	钥匙
大部分人出生在什么地方？	产床上
什么牌子化妆品容易感冒？（猜一个明星）	雅倩（ARCHE[阿嚏]）
做什么事，一只眼开一只眼闭会比较好？	射击
哪种雨会淋死人？	枪林弹雨
什么样的火看不见？	怒火
两个男人坐在石头上（打一成语）	一石二鸟
这封信是两颗蛋做的（四字成语）	信誓旦旦（蛋蛋）
有一座大大厦发生火灾，陈先生逃到	因为高度相差太远
袋鼠与猴子比赛跳高。为什么还没开始跳，袋鼠就输了？	袋鼠双脚起跳
什么情况下东西丢了最难找？	迷路
猪圈里的猪又出来了，怎么办？	韩红
大龙家今晚的电视为什么只有图像，没有声音？	上演的是哑剧。
小王是个很普通的人，为什么竟然能一连十几个小时不眨眼？	睡觉的时候
怎样让自行车和火车跑得一样快？	把自行车放在火车上
一个人一年中哪一天睡觉时间最长？	一年中的最后一天
什么人站在刀尖上生活（打一种人）？	滑冰的人
世界上哪一种鸭蛋不能吃，煮不熟，却打得破？	比赛成绩的鸭蛋
女高校长：同学们，你们处于一个堕落的时代，你们的身边到处充满诱惑。我想问你们一个问题，用一个小时的快乐换来一生的羞辱，这合算吗？学生：校长，一个小时的快乐如何做到？	一个小时的快乐
当医生说你的病没希望时该怎么办？	换个医生
根据调查，发现本国各地在同一时间，竟然有许多人说着相同英语酌奇怪现象，这究竟是怎么一回事呢	原来他们都均同时收听英语广播讲座节目中的发音练习。发
有辆载满货物的货车，一人在前面推，一人在后面拉，货车还可能向前进吗？	有可能，货车在坡上
找什么样的工作要通过三轮面试？	蹬三轮
什么东西看起来象照亮灯泡？	坏的灯泡
小王总是喜欢把家里的闹钟整坏，妈妈为什么总是让不会修理钟表的爸爸代为修理？	修理小明
写不出字的笔是什么笔？	电笔
在茫茫大海上漂泊了大半年的海员，一脚踏上大陆后，他接下来最想做什么事情？	踏上另一只脚
什么东西说“父亲”是不会相碰，叫“爸爸”时却会碰到两次？	上嘴唇和下嘴唇
怎样用手使一个不会上升的气球到达最高处？	把气放掉然后把汽球使劲扔天上去
人身上的什么东西不怕冷？	鼻涕
什么东西越洗越脏？	什么东西越洗越脏
有一棵三角形的树被送到北极去种，请问长大后，那棵树叫什么？	三角函数（寒树）
一个离过五十次婚的女人，应该怎么形容她	前“公”尽弃
小明把自己关在漆黑的房间里，不厌其烦的晾晒自己心爱的宝贝，问小明在干吗？	晾晒自己心爱的宝贝
坐什么板凳最不好受？	冷板凳
世界上最干净的球是什么球？	卫生球
为什么小王写了一个字，人人都说他写了错字？	因为他本身就写了个‘错’字
什么动物在过斑马线的时候非常累？	变色龙
1+2+4+6打一俗语	隔三差五
什么东西不怕日晒雨淋，雨打风吹？	影子
猴子不喜欢什么线？	平行线，因为没有相交（香蕉）
中国队如何才能进入世界杯？	买票，买票就可以进去了！
在哪个网站搜索到你的名字你会生气？	搜狗网
什么东西能使雨下到地面的时间变长？	风，因为风一吹雨就斜着下，路程就会变长
世界上最高的峰叫什么峰？	高峰
买来煮了它，煮好丢了它，这东西是什么？	药草
世界上谁的头力气最大？	男子汉
从飞机上掉下的东西打着了人，人却没有受伤，为什么？	跳伞的人被自己的伞打了。
什么东西干净时时黑的，脏的时候是白的呢？	黑板
台北车站前面是忠孝西路，请问左右两边是什么路？	柏油路马路。
一头被10公尺绳子栓住的老虎，要如何吃到20公尺外的草？	老虎。。。不吃草
什么东西比乌鸦更讨厌？	乌鸦嘴
杀猪的靠什么吃饭？	靠嘴
一群女孩在正在河边洗澡，突然一陌生男人闯入，你觉得她们最想遮住哪儿？	男人的眼睛
爱吃零食的小王体重最重时有50公斤，但最轻时只有3公斤，为什么？	他刚出生的体重
刚刚，有一女同事一进办公室就说：“昨晚终于有时间贴下面膜了，好久都没有做了。”旁边响起一声：“弱弱问一下，下面膜怎么贴？”	昨晚终于有时间贴下面膜了
设1=5，2=10，3=15，4=20，那么5=？	5=1
为什么有人说：“情人眼里出西施”？	因为爱情使人盲目
小李说“我前的人是小王”小王说“我前面的人是小李”怎么回事？	很简单，他们面对面的站着
一个盛满咖啡的杯子，里面放一枚硬币却没有湿，为什么？	干咖啡
什么洞越大越没用？	破洞
别人家中作客，讲什么话容易惹人厌？	长途电话。
一个包子吃多了东西，拉肚子，然后它就变成？	馒头
厕所为什么要有屋顶？	因为老天有眼
小明的妈妈有三个儿子，大独生子叫大明，二儿子叫二明，三儿子叫什么？	当然叫小明
小王说他会在太阳和月亮永远在一起的时候去旅行，你说可能吗？	可能
每个人每天都会读到哪个英文字母？	Z
小明的肚子快要涨破了他为什么还要不听的喝水？	因为小明掉进河里了，他不会游泳
超人和女超人做完俯地挺身后，地上各有一个洞及二个洞，是怎么回事？	超人用单手女超人用双手
什么样的强者千万别当？	强盗
什么书你不可能在书店里买到？	秘书
一个人的前面放了一本又厚又宽的大书，他想跨过去可怎么也跨不过去，你知道这是什么原因吗？	因为书就放在墙角
什么人可以一掷千金而面不改色？	正在逗儿子玩的爸爸。
一只很会叫的狗，我们叫它什么？	吵死人
什么东西的牙每天都在发生变化？	月牙。
哪种动物最没有方向感？	麋鹿（迷路）
什么东西你动它也跟着动？	影子
什么东西比昆虫的嘴还小？	当然是昆虫吃的东西呀！
什么蛋又能走又能跳还会说话？	笨蛋
世界上什么东西最宝贵？	时间
如果核战爆发，你认为哪两个地方会人满为患？	地狱和天堂
什么东西火烧不燃，水沁不住？	冰是不可以点燃的，同时也是浮在水面上的
什么事是林先生和林太太每天睡觉时都要做的事？	闭上眼睛
大雄练就了“吃西瓜不吐子”的绝招，到底他是怎么练成的？	吃得是无子西瓜呀
2003年的NBA最佳球员是谁？	笨，都还没打呢
人为什么要走去床上睡觉呢？	床不会自己走过来
铁锤锤鸡蛋为什么锤不破？	破的是鸡蛋，锤怎么会破
七分熟的牛肉遇到八分熟的牛肉，为什么他们不打招呼？	因为它们不熟
小白买了一盒蛟香，平均一卷蛟香可点燃半个小时。若他想以此测量45分钟时间，他该如何计算？	先将一卷蚊香的两端点燃，同时将另一卷蚊香的一端点燃，等两端全点燃的蚊香全不燃尽时，再将只点了一端的那
1，2，4，6，7，8，9，10	隔三差五
为什麽帽子脏了要翻面再戴？	张冠李戴（脏冠里戴）
公猪与母牛交配，打一成语？	鞭长莫及
打狗看主人，打虎看什么？	看你有没有种
一只鸡得了奖，为什么领奖时却全身冰冷？	因为激动（鸡冻）。
在我国为什么人和车要靠右走？	因为菩萨保右
医治晕车最好的办法是什么？	不坐车
什么动物和植物加起来最像鸡？	树和马，数码相机（树马像鸡）。
僵尸最害怕什么？	做仰卧起坐
为什么警察对闯红灯的汽车司机视而不见？	汽车司机在步行。
三个人分五个梨子，怎么分最公平？	榨成果汁
MSN、QQ、微信哪个聊天工具最不好用？	MSN（慢死了）
老师用篮子拿来了五个苹果，准备分给五个小朋友，每个小朋友分一个，但是篮子里还要留一个，请问怎么分？	五个人分一个，分四次
报纸上登的消息未必都是真的但是什么消息绝对假不了？	日期
歌仔戏和歌剧有什么不一样？	其实是一样的一个是传统歌仔戏，一个是西方歌仔戏
什么东西天气越热，它爬的越高？	温度计
用力	用什么拖地最干净？
如果你有一双翅膀你会做什么？	到医院
一个警察有个弟弟，但弟弟却否认有个哥哥，为什么？	因为那警察是女的
在机场办出境手续时，才想起忘了拿护照，怎么样才能在最短的时间里拿到护照呢？	打开皮包就可以拿到了
一头牛加一捆草等于什么？	还是一头牛
什么树永远不会枯死？	画上的树
什么样的鸡蛋永远也孵不出小鸡？	熟鸡蛋
你觉得A和C谁比较高呢？	C
胖姑娘都不轻浮，为什么呢？	因为她们都知道自重
三加三得几？（打一字）？	田
麒麟到了北极会变成什么？	冰淇淋
甲、乙两只狼狗举行1000米赛跑，假如两只狼狗同时跑到终点，那么哪只狼狗出汗多？	狼狗不出汗
福尔摩斯花了半天时间，却查不出命案现场有任何线索及目击者，但他随即就宣布破案了，为什么？	因为凶手自首了
芳芳吃牛肉面，却不见任何牛肉？	她吃的是牛肉泡面
什么花一边跑一边开？	浪花
一只小鸟飞进了迪斯科舞厅，突然掉了下来，请问发生了什么事？	声音太大他用翅膀捂住耳朵所以掉下来了
9999个无（打一成语）	万无一失
在一辆营运中的巴士里，买票的只有三分之一，可是售票员和司机却都无动于衷，乘客中没有小孩，也没有司机与售票员的朋友，并且也没有持月票的人，这是为什么？	车里只有一位乘客
一个粉笔盒有几个边？	两个，里边和外边
美国人登陆月球，第一句话是什么？	美国话
有两个面的盒子吗？	有！里面和外面
小马哥的老爸在市立图书馆（四字成语）	识途老马（市图老马）
有一种活动能够准确无误地告诉你：美人不是天然长成的，而是七嘴八舌说出来，开动脑筋抢出来的。这是什么活动？	选美
有一？b凶暴的？{？~住在海岸上但？？？槭颤N不？？咬人？	无人岛。
登山运动员最怕登什么山？	刀山
什么食物会刮胡子？	刀削面
什么东西力气再大的人也扛不起？	罪名
别人跟阿丹说她的衣服怎么没衣扣，她却不在乎，为什么？	有拉链的
蓝色的笔能写出红字吗？	任何笔都能写红这个字
小郭很爱唱歌，就连用牙刷、牙膏刷牙时，他也与众不同，竟还在放声大唱，结果还可以把牙刷的很干净，你说为什么？	不知道啊，哈哈
成功领受训的大专兵，为什么都会以身高来分发连部？	以免矮小在被乱棒打死
在船上见得最多的是什么？	水
奶奶到一家三黄鸡店对老板说：“我买的东西不要肥、不要瘦、不要骨头、不要肉”老板即刻心领神会你知道奶奶要的是什么吗？	鸡血
小明出门的时候，喀嚓一声响，请问是怎么回事？	关门了
“东张西望”“左顾右盼”“瞻前瞻后”这几个成语用在什么时候最合适？	过马路的时候
怎么能让汽车和火车跑得一样快？	把汽车放在火车上
人们能以坦然、自得的心情面对贷币大幅度贬值的地方是什么地方？	精品屋
年纪并不大，胡子一大把，不论遇见谁，总爱喊妈妈	羊
一位旅行家回来，跟朋友说：“我见过一个人，她的身体里有两颗心脏，而且都跳动得很正常。”你觉得这可能吗？	可能。孕妇都是这样的。
排着对上厕所-打一地名？	伦敦。
爸爸问小明，什么东西浑身都是漂亮的羽毛，每天早晨叫你起床？小明猜对了，但却不是鸡，那是什么？	鸡毛掸子
皮黑肉儿白，肚里墨样黑，从不偷东西，硬说它是贼	乌贼
路边电线杆上蹲着一只猴子，司机小李看到就立刻停下车来，请问为什么？	他把猴屁股当红灯了
放烟火时为什么不会射到星星？	因为星星会闪
小明今年12岁，为什么只过了三次生日？	小明的生日是2月29日
一颗心值多少钱？	1亿。因为一心一意嘛！
把8分成两半，是多少	o
尼克的法语不好，他去法国旅游时吃苦头了吗？	没有吃苦头的是法国人。
什么时候先穿鞋再穿袜子？	脚踩在钉子上，先穿过鞋再穿过袜子
天上有十个太阳，为什么后羿只射下九个？	他不想摸黑回家
一杯水听完冷笑话后会变成什么？	变成冰水。
为什么一群狼当中必定有一只羊？	就群字里有羊。
一只狗总也不洗澡，为什么不生虱子？	狗只会生小狗
【脑筋急转弯】1、为什么大部份佛教徒都在北半球？——	【脑筋急转弯】1、为什么大部份佛教徒都在北半球？——南“无”阿弥陀佛；2、两腿一掰，黄水直流。（打一动作）——剪刀；3、什么枪可把人打跑又不伤人？——发令枪；4、什么洞最深？？——黑洞；5、什么河里从来没有水？——棋盘上的楚河；6、伍子胥过昭关，为何在一夜之间头发全变白了？——他忘了带染发剂【脑筋急转弯】1、为什么大部份佛教徒都在北半球
小王为何能用一只手让车子停下來？	他在叫出租车
什么鬼喜欢送走客人再做饭吃？	小气鬼
孔子和孟子有什么不同？	孔子把儿子牵在身边，而孟子把儿子放在头上~！
身高168公分的小华，有一天去看棒球赛回来却变成170公分，为什么？	因为他被击中长出了一个两公分的包
世界上的人身体哪一部分的颜色完全相同？	血液
有一位新人长得像刘德华，动作像成龙，走起路来像周润发，为什么见过这位新人的制片商都不肯录用他呢？	因为她是个女的
什么情况下一山可以容二虎？	老虎是一公一母
什么叫含笑九泉？	高兴死了。
如果鸡的妈妈不是母鸡，那会是谁？	纸（因为“直升机”=“纸生鸡”）
蝎子和螃蟹玩猜拳，为什么它们猜了两天，还是分不出胜负呢？	他们只会出剪子
兔子的眼睛为什么是红的？	因为他跑输了乌龟哭红的。
哪一个字永远写不好？	“坏”字
想想看，如果外星人来到地球，他说的第一句话将会是什么？	外星话
一个醉汉晚上在公路中间行走，看到后面来车，他正好处于两车灯之间，车子呼啸而过，人却毫发无损，为什么？	后面来的是两辆摩托车
狐狸精最擅长迷惑男人，那么什么“精”男女一起迷？	酒精
为什么放焰火不会打到星星？	因为星星会闪
万兽大王是谁？	动物园园长
一个卡车司机撞倒一个骑摩托车的人，卡车司机受重伤，摩托车骑士却没事，为什么？	卡车司机在走路
谁给刘德华喝忘情水？	啊哈（阿哈，给我一杯忘情水……）
一只白猫和一只黑猫，哪只不抓老鼠？	懒的那只
为什么有的水要计划发放？	因为是薪水
为什么乌龟没有腹肌？	因为乌龟不会做仰卧起坐
为什么流氓坐车不用给钱？	流氓坐的是警车
贱人和美人谁比较重？	美人比较重，因为贱人就是矫情（较轻）。
为什么食人族只有在烹煮女明星时要放入一大堆牛粪来调味？	香水味太浓他们吃不消
拿枪上侧所（地名）？	保定
什么时候你站着很不好看？	当你的同班同学都坐着上课而你被罚站时。
王先生在打太极拳时金鸡独立，站多久看上去都那么轻松，为什么？	因为他在照片里
為什么男人和女人会分手？	因为男女有「別」
有一个女生。她可以不洗澡、不换衣服，但她的衣服是世界最贵的，请问她是谁？	自由女神
三人去投宿一晚30块，每人掏10块凑30块交给老板。老板说搞优惠只要25块，拿5块钱叫服务生还他们，服务生偷偷藏了2块，把剩下的3块按每人1块分给他们。这样一开始每人掏10块，现在又退了1块，也就是10-1=9，每人只花了9块，3个人每人9块，9×3=27块服务生藏2块=29块，还有一块钱去哪了？	三人去投宿一晚30块，每人掏10块凑30块交给老板
如果有两只猫在一只猫的前面，有两只猫在一只猫的后面，中间有一只猫。一共有几只猫呢？	三只。
病人说：“医生，你把剪刀忘在我肚子里。”医生的反应是……	没关系，我还有。
有一个家伙上身穿着棉扶，下身穿着短裤，左手拿着冰可乐，右手端着热咖啡，每天坐在火炉旁，却又开着冷气请问他到底是什么人？	神经病
放大镜不能放大的东西是什么？	角度
有ABCD。。26个字母，如果ET走后剩多少个？	21个ET开走了UFO
什么头不想就没有，一想就有？	念头
胖姐阿英站上人体秤时，为何指针却只指着5？	指针已经转过一圈了
大象为什么会有那么长的鼻子？	他爱说谎
一个长方体盒子，有8个角、8条边，请问从这个盒子中间剪切开，还剩几个角、几条边？	还是8个角、8条边！
老人梅友并到医院去做检查，结果医生告诉他说要看开一点，请问他得了什么病？	豆鸡眼
怎么样才能使男人一见钟情？	别让他看你第二眼
最忙的电器是谁？	我们时常会说忙得团团转，最爱团团转的电器自然是电风扇咯。
有一个屠夫带着一个小孩在街上遇见一位朋友。朋友问屠夫：“这是你的儿子吗？”屠夫：“是。”他又问小孩：“这是你父亲吗？”小孩：“不是。”请问怎么回事？	屠夫是女的
小明和小旺玩掷硬币的游戏，小明掷了十次都是阳的一面，问他掷第十一次时，阳和阴的概率各是多少？	50%
什么时候一加五等于十？	算盘运算的时候
有一样东西，它每个月都会来一次，只是薄薄的一张纸就令你心烦意乱，这到底是什么东西呢？	每个月的测试。
一个西瓜4刀切成9块，怎样切法？	“井”字切型
胖妞生病了，最怕看望她的人说什么话？	多多保重
汽车在右转弯时，哪一个轮胎不转	备用轮胎
为什么男人最好不要在二月里有风的地方解手？	因为二月春风似剪刀
实行减肥时，最容易瘦的是哪一个部位？	钱包
把一头猪涂满银光粉牵到舞台上是什么？	诸葛亮（猪皮革亮）
有一只狼来到了北极，不小心掉到冰海中，被捞起来时变成了什么？	槟榔
阿兵哥们为什么会把手榴弹叫做铁蛋？	碰上了铁定完蛋
在情人的脸上发表的处女作是什么？	初吻。
什么东西每天回来，却没有真正来过？	明天
梁山伯和祝英台变成了一对比翼双飞的蝴蝶之后怎样了	生了一堆毛毛虫
小红与小明吵着，一个要煮蛋，一个要蒸蛋；妈妈说了句什么话，让小明说妈妈偏心？	别争了！
第一次世界战发生在什么时候	亚当和夏蛙打架的时候
多云无雨（打三字酒名）。	老白干
往一个篮子里放鸡蛋，假定篮子里的鸡蛋数目每分钟增加1倍，这样，12分钟后，篮子满了。那么，请问在什么时候是半篮子鸡蛋	11分钟
这是一个古老的问题：有一个人带着一条狗、一只兔子、一篮白菜来到河边。河水很深，已经齐半腰，所以他每次只能带一样东西过河。但是狗要咬兔子，兔子要吃菜，请问他该怎样过去？	先带兔子过去，空手回来，然后再带白菜过去，把兔子带回来，又带狗过去，空手回来，再把兔子带过去。
一岁的小毛不小心吞下了一枚1元的硬币，爸爸紧张的将他倒提起来往背上一拉，可是小毛吐出来的却是一枚10元硬币，这时该怎么办？	继续喂他吃一元的硬币
老王每天都要刮40-50次胡子，可他脸上还有胡子。为什么？	他是理发师，帮别人刮呢。
7颗糖果拿走4颗，加进3颗，还有7颗，这是怎么回事？	先把拿走的4颗放在一起，然后再把3颗放进去就行了。
在拥挤的火车车厢里最怕什么？	某人放臭屁
世界上什么东西既不怕晒也不怕湿？	影子
老詹养了一只狗，并且从來不帮狗洗澡，为什么狗不会生跳蚤呢？	因为狗只会生小狗
电话声大作，却不见小华和哥哥去接电话，这是怎么回事？	因为那是电视广告
戒烟为什么要戒两次呢？	戒了右手还是戒左手
皇阿玛最烦什么事情？	不能够一晚上翻多位妃子的牌子
有两只蚂蚁在街上相遇了，同时看见一个梨，各说了一句话，是两个国家的名字	意大利，澳大利亚（咦，大梨？噢，大梨呀！
小华在偷偷地看一本书，妈妈看了后吓了一跳，为什么？	鬼故事
什么人永远无忧无虑？	死了的人
小亮要当警察追随父亲的足迹，他父亲是干什么的？	小偷
地铁上原本有三只羊，后来又上来一只狼，到终点站的时候还剩几只羊？	还是三只羊，因为地铁上不允许吃东西。
服装仪容检查时，明明有理头发，为什么教官不信？	秀才遇到兵，「有理」说不清
一次宴会上，一对夫妻同客人共握手48次，问这次宴会上共有几人？	26个人
假如有一辆宝马，驾驶员张三，副驾李四，这辆车是谁的？	假如的
小王为什么会丢钱？	他带了钱
吃亏后最好不要喝什么？	水
刚起飞的飞机突然冒烟掉在地上，为什么没人受伤？	所有人都死了
小王画了好大一个圆，你知道画圆时是从什么地方开始的吗？	从笔尖开始。
一高一矮两座房子，两次洪水过后，什么矮房子只淹没了一次	矮房子第一次淹没后再没露出水面
一架空调器从楼掉下来会变成啥器？	凶器
重婚罪的惩罚是什么？	两个丈母娘
有一种东西，上升的时候同时会下降下降的同时会上升，这是什么	跷跷板
冲天炮为什么射不到星星？	因为星星会闪
怎样才能日行三百里？	站在赤道上不动
神知道你口渴，创造了水，神知道你饿，创造了米，神知道你没有一个可爱的朋友，所以创造了我，然而神也知道这世上没有笨蛋，顺便创造了你。	然而神也知道这世上没有笨蛋，顺便创造了你
家里又脏又乱，怎样才能在最短时间内弄干净？	闭上眼睛眼不见为净
4个手指是four，那么4个弯的手指是什么？	wonderful（弯的four）
什么动物天天熬夜？	熊猫
小明和小猫正玩得高兴，小猫却突然越来越小了，为什么呢？	小猫跑远了
杨过为什么要跳崖？	父是康
五成熟的牛排碰到八成熟的牛排，他们为什么不打招呼？	因为他们不熟
两只猫头鹰在聊天，其中一只说它可以在白天出门而不用戴墨镜，为什么？	那是一只瞎眼猫头鹰
什么人最会弄虚做假呀？	魔术师
山岗上有三只狐狸，猎人开枪打死了一只，问山岗上还有几只狐狸？	一只
为什么长颈鹿的脖子那么长？	因为他的头那么高需要长脖子来接起来
阿美什么家务都不会做，脾气又坏，他爸妈为什么还拼命催她结婚？	其目的是为了嫁祸于人。
提早放工回家的小李，一进卧室，看	因为小刘是女的
何谓「数大就是美」？	支票上的数大就是美。
飞行员从来不吃哪一种食物？	醉鸡
小红和小李互相吹牛，小红说她可以把整个世界吃下去，小李说了什么胜过了小红？	小李说，我可以把你吃下去
书呆子买了一本书，第二天他妈妈却发现书在脸盆里，为什么？	他认为那本书太枯燥了
有八个苹果装一个筐里，八个小孩每人一个，最后一看，筐里还剩了一个，为什么？	有一个孩子手里拿着筐装苹果
什么东西走在雪上没有脚印？	影子。
天天和人打架的人是谁？	拳击手
话说从前有个年轻人很中意吃鸭梨，他吃啊吃啊，吃了好多的鸭梨，最后变成了哲学家。请问，这位变成哲学家的年轻人叫什么？	亚里士多德，因为鸭梨吃多了
你身上的什么东西，你用右手去拿将永远拿不到？	右手
有一样东西比大力士能举起的重量要轻得多，大力士却举不起，那是什么？	他自己
王子吻了睡美人之后，睡美人为何沒有起來？	她在赖床
一个胆小的人从60层的楼房往下跳，头先着地，却没有被摔死，这是为什么？	在半空中就已经吓死了
什么人敢在皇帝的头上胡作非为？	理发师
世界上最小的邮筒（用一成语形容）	难以置信
鸟类的绝症是什么？	畏高症
什么水不能喝？	王水
放假回家，本地恋变成了异地恋，异地恋变成了本地恋，没人恋还是没人恋。	放假回家，本地恋变成了异地恋
打不开瓶盖时，应该请谁来开瓶？	孔雀，孔雀会开屏（开瓶）
四个人在一间小屋里打麻将（没有其他人在看着），这时警察来了，四个人都跑了，可是警察到了屋里又抓到一个人，为什么？	四个人在屋里打一个叫“麻将”的人，警察抓到的是他
一个明星打一个明星等于四百五（猜两个明星的名字）	伍佰打李玖哲等于四佰五
50块糖分给10个小朋友，数目不同，不可把糖块截断，能不能分？	不能，因为“1+2+3。。。。。+10”=55
雨天什么伞不能打？	降落伞
熊最怕的数字是什么？	1，因为1杀bear（伊莎贝尔）。
超人和蝙蝠侠有什么不同？	一个内裤穿里面，一个穿外面
掀开热被窝，就往腿上摸，掰开两条腿，就往眼上搁（打一常用物）	眼镜
女子想投河自杀，可为什么一到河边就往回走了？	河里好多垃圾
有三个小孩子正在猜拳，一个出剪刀，一个出石头，一个出布，请问三个小孩子的手指共有几根？	三十根。
什么书中毛病最多？	医学书
骑马的蒙古人，是怎么走路的？	走马步
